Gene,Mutation_Remark,System/Pathway_info,Drug_Name_and_Combination,Phases,Primary Phenotype Measures,Primary/Secondary_Hypertension,Drug_Class,Source
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: MK-8892| for MK-8892,PHASE1,"Percentage of Participants Who Report 1 or More Adverse Events (AEs)- Healthy Participants, An AE was defined as any untoward medical occurrence in a participant which does not necessarily have a causal relationship with the treatment. An AE was any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease temporally associated with use of a medicinal product, regardless of whether or not it was considered related to the medicinal product. The percentage of participants that reported at least 1 AE was summarized. Adverse events were summarized by dose taken at the time of the event., up to 7 weeks|Percentage of Participants Who Were Discontinued From the Study Due to an AE- Healthy Participants, An AE was defined as any untoward medical occurrence in a participant which does not necessarily have a causal relationship with the treatment. An AE was any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease temporally associated with use of a medicinal product, regardless of whether or not considered related to the medicinal product. The percentage of participants that were discontinued from the study due to an AE was summarized. Adverse events were summarized by dose taken at the time of the event., up to 7 weeks|Change in 24-hour Time-weighted Average (TWA0-24hr) for Central Diastolic Blood Pressure (cDBP)- Healthy Participants, Central diastolic blood pressure measurements were obtained at predose and at 2, 3, 4, 6, 8, 12, 16 and 24 hours postdose via applanation tonometry of the radial artery. The average central diastolic blood pressure over the 24-hour monitoring period was calculated for each dose of each panel by adjusting each time-point by the baseline, aggregating the area under the curve (AUC) by the trapezoidal method and then dividing the AUC by 24 hours. A negative number indicates a decrease., Predose (baseline) and 2, 3, 4, 6, 8, 12, 16 and 24 hours postdose (for each Dosing Period of Each Panel)|Percentage of Participants Who Report 1 or More Adverse Events (AEs) - Hypertensive Participants, An AE was defined as any untoward medical occurrence in a participant which does not necessarily have a causal relationship with the treatment. An AE was any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease temporally associated with use of a medicinal product, whether or not considered related to the medicinal product. The percentage of participants that reported at least 1 AE was summarized. Adverse events were summarized by dose taken at the time of the event., up to 7 weeks|Percentage of Participants Who Were Discontinued From the Due to an AE - Hypertensive Participants, An AE was defined as any untoward medical occurrence in a participant which does not necessarily have a causal relationship with the treatment. An AE was any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease temporally associated with use of a medicinal product, whether or not considered related to the medicinal product. The percentage of participants that were discontinued from the study due to an AE was summarized. Adverse events were summarized by dose taken at the time of the event., up to 7 weeks|Change in 24-hour Time-weighted Average (TWA0-24hr) for Central Diastolic Blood Pressure (cDBP) - Hypertensive Participants, Central diastolic blood pressure measurements were obtained at predose and 2, 3, 4, 6, 8, 12, 16 and 24 hours postdose via applanation tonometry of the radial artery. The average central diastolic blood pressure over the 24-hour monitoring period was calculated for each dose of each panel by adjusting each time-point by the baseline, aggregating the area under the curve (AUC) by the trapezoidal method and then dividing the AUC by 24 hours. A negative number indicates a decrease., Predose (baseline) and 2, 3, 4, 6, 8, 12, 16 and 24 hours postdose (for each Dosing Period)","Pulmonary Arterial Hypertension, Primary", leukotriene synthesis inhibitor,NCT01798849
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Tezosentan,PHASE2,"Change in PVR from Baseline to 30 minutes expresses as percent of the Baseline value., 30 minutes","Pulmonary Arterial Hypertension, Primary",NaN,NCT01077297
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Sulfasalazine|DRUG: Ambrisentan|DRUG: Sulfasalazine's placebo|DRUG: Ambrisentan's placebo,PHASE1|PHASE2,"Time to First Confirmed Clinical Adverse Event up to the End of Treatment, Clinical adverse event was defined as death., Up to end of treatment (data presented up to month 6)","Pulmonary Arterial Hypertension, Primary","Anti-inflammatory disease, Antirheumatic",NCT04528056
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: PAH Therapies,PHASE4,"Time to all Cause Death, Time to all cause death will be reported. All-cause death defined as deaths due to any cause., Up to 6 years|Time to Death due to Pulmonary Arterial Hypertension (PAH) or First Hospitalization due to PAH, Time to death due to PAH or first hospitalization due to PAH will be reported., Up to 6 years","Pulmonary Arterial Hypertension, Primary",NaN,NCT04955990
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: UT-15,PHASE3,NaN,Pulmonary Hypertension,"Antihypertensive, Prostaglandin I2 receptor agonist",NCT00004497
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: [11C]-GSK2256098 500 MBq,PHASE1,"Volume of Distribution of Radiolabeled GSK2256098 Measured by PET Scan, The PET scan was acquired to measure the uptake of radiolabeled GSK2256098 in the heart and lungs, assessed as the volume of distribution (VT). The analysis was performed on Safety Population which comprised of all participants who received a microdose of study treatment., Day 1|Standardized Uptake Values (SUV) of Radiolabeled GSK2256098 Measured by PET Scan, The PET scan was acquired to measure the uptake of radiolabeled GSK2256098 in the heart and lungs, assessed as the mean standardized uptake value (SUV) averaged over the 60 minute period between 30 and 90 minutes. The analysis was performed on Safety Population which comprised of all participants who received a microdose of study treatment., Day 1","Hypertension, Pulmonary",NaN,NCT02551653
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: inhaled treprostinil,PHASE3,"Long term safety of inhaled treprostinil, up to 5 years","Pulmonary Arterial Hypertension, Primary","Anticoagulant, Vasodilator, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT01557660
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Remodulin,PHASE4,"Number of Participants With Successful Completion of the 16 Week Treatment Period., Successful completion was defined as completion of the 16 week treatment period of the study without experiencing any serious adverse events considered by the investigator to be possibly related to Remodulin., Baseline to week 16","Pulmonary Arterial Hypertension, Primary","Anticoagulant, Antihypertensive, Vasodilator, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT02847260
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Nitric Oxide,PHASE2,"Difference in Ambulatory 6 Minute Walk Distance (6MWD) Pulmonary Artery (PA) Pressures (Systolic, Diastolic, Mean) Between the Post-intervention (iNO+) and Pre-intervention (iNO-) Condition as Measured by the CardioMems Device, Difference between baseline (t=0) and post-intervention (t=2h), 2 hours","Pulmonary Arterial Hypertension, Primary",pulmonary vasodilator,NCT02734953
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: treprostinil sodium,PHASE4,Primary Outcomes: Change in distance traversed during the six minute walk test at 8 weeks;|Adverse events,"Hypertension, Pulmonary","Anticoagulant, Vasodilator, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT00458042
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Riciguat Group|DRUG: Macitentan Group,PHASE2,"RV function, Evaluation of the therapeutic effect of both treatment groups as measured by the change in systolic and diastolic RV function within 12 weeks after starting medication to plan a larger Phase II study. Methods: RV Catheterisation and Conductance Catherterisation., 12 weeks","Pulmonary Arterial Hypertension, Primary","Antihypertensive, Endothelin receptor antagonist",NCT03362047
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: DHEA tablet,PHASE2,"Right ventricular (RV) longitudinal strain, Change in global RV longitudinal strain measured by cardiac magnetic resonance imaging (MRI) between DHEA and placebo, 18 weeks, 40 weeks","Pulmonary Arterial Hypertension, Primary",NaN,NCT03648385
ATP13A3,autosomal recessive,TGF-beta signaling pathway,|DRUG: Sotatercept|OTHER: SOC,PHASE2,"Base Study: Change From Baseline in Pulmonary Vascular Resistance (PVR) at 24 Weeks, Each participant's PVR, at resting supine, was measured by right heart catheterization at baseline and at 24 weeks., Baseline and 24 weeks|Extension Period: Change From Baseline in PVR (Delayed-Start Analysis), Each participant's PVR, at resting supine, was measured by right heart catheterization at baseline and the timepoint at which the third right heart catheterization was performed, which occurred between Month 18 and Month 24., Baseline and timepoint at which third right heart catheterization was performed, which occurred between Month 18 and Month 24|Extension Period: Change From Baseline in PVR (Placebo-Crossed Analysis), Each participant's PVR, at resting supine, was measured by right heart catheterization at baseline and the timepoint at which the third right heart catheterization was performed, which occurred between Month 18 and Month 24., Baseline and the timepoint at which the third right heart catheterization was performed, which occurred between Month 18 and Month 24.|Extension Period: Number of Participants Who Experienced One or More Adverse Events (AEs), An AE is any untoward medical occurrence in a study participant administered a pharmaceutical product that does not necessarily have to have a causal relationship with this treatment. An AE can therefore be any unfavorable and unintended sign, symptom, or disease temporally associated with the use of a medicinal product, whether or not related to the medicinal product., Up to approximately 32 months|Extension Period: Number of Participants Who Discontinued Study Treatment Due to an AE, An AE is any untoward medical occurrence in a study participant administered a pharmaceutical product that does not necessarily have to have a causal relationship with this treatment. An AE can therefore be any unfavorable and unintended sign, symptom, or disease temporally associated with the use of a medicinal product, whether or not related to the medicinal product., Up to 30 months","Pulmonary Arterial Hypertension, Primary","Anti-anemic, Bone anabolic",NCT03496207
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Inhaled Nitric Oxide 75 mcg/kg IBW/hr,PHASE3,"Change in 6-minute Walk Distance (6MWD) From Baseline (Randomization) to End of Treatment Period (Week 18), The 6-minute walk distance test (6MWD) is a non-encouraged test performed in a 30 m long flat corridor, where the patient is instructed to walk as far as possible, back and forth around two cones, with the permission to slow down, rest, or stop if needed. All patients were required to complete two walks while on chronic oxygen therapy given at a standard rate during the test and throughout the study while using the investigational product (INOpulse device with nitric oxide or matching placebo). The average of two walks at Week 2 visit (2 weeks after Run-In) was used as the Baseline 6MWD., Change in 6MWD from Week 2 (2 weeks after randomization and run-in period) to Week 18 (end of blinded treatment period)","Pulmonary Arterial Hypertension, Primary",pulmonary vasodilator,NCT02725372
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Olaparib,EARLY_PHASE1,"Change in pulmonary vascular resistance (PVR) at week 16, At baseline and week 16, a cardiac catheterization and MRI will assess changes in pulmonary hemodynamics and RV function, 16 weeks","Pulmonary Arterial Hypertension, Primary","Antineoplastic, PARP inhibitor",NCT03251872
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Phenylephrine|DRUG: Epinephrine|DRUG: Arginine Vasopressin,PHASE4,"Change in Systemic Vascular Resistance Index (SVRI) to Pulmonary Vascular Resistance Index (PVRI) Ratio (Rp:Rs Ratio), In patients with pulmonary hypertension (PH) one anticipates a greater increase in pulmonary vascular resistance as opposed to systemic vascular resistance when vasopressors are administered., Day 1 (at baseline and up to 5 minutes following study drug administration) (Q: 2 minutes - 2 to 5 minutes?)","Pulmonary Arterial Hypertension, Primary","Vasoconstrictor, alpha1-Adrenergic receptor agonist",NCT05439460
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: BIA 5-1058,PHASE1,"Cmax: maximum observed concentration, PK parameters analysis, Day 1, Day 6 and Day 10|Cmin: minimum observed concentration at steady state, PK parameters analysis, Day 1, Day 6 and Day 10|Tlag: the elapsed time from dosing at which analyte was first quantifiable in a concentration vs time profile, PK parameters analysis, Day 1, Day 6 and Day 10|Tmax: the time from dosing at which Cmax was apparent, PK parameters analysis, Day 1, Day 6 and Day 10|AUC(0-t): area under the curve from 0 time to last measurable concentration, PK parameters analysis, Day 1, Day 6 and Day 10|AUC(0-tau): area under the curve during a dosing interval, PK parameters analysis, Day 1, Day 6 and Day 10|AUC(0-inf): area under the curve from 0 time extrapolated to infinity, PK parameters analysis, Day 1, Day 6 and Day 10|AUC%extrap: percentage of AUC(0-inf) extrapolated beyond last measured time point, PK parameters analysis, Day 1, Day 6 and Day 10|Lambda-z: the slope of the apparent elimination phase, PK parameters analysis, Day 1, Day 6 and Day 10|t1/2: the apparent elimination half-life, PK parameters analysis, Day 1, Day 6 and Day 10|Cl/F: clearance, the apparent volume cleared of parent drug per unit time after extravascular administration, PK parameters analysis, Day 1, Day 6 and Day 10|MRT: mean residence time, PK parameters analysis, Day 1, Day 6 and Day 10",Cardiovascular Disease+Pulmonary Disease|Pulmonary Arterial Hypertension,dopamine β-hydroxylase (DβH) inhibitor,NCT03708146
